id	filename	md5	size	state
08236b24-ef57-4d6a-b6c9-03355eb91c39	eff8d4f3-1cda-410c-8552-3c52b15c93c8.rna_seq.genomic.gdc_realn.bam	e9ee933b934fce2e8f8da39ccf5ad99c	8874194525	validated
119c43a7-fbd0-4390-ae50-9947329ac29c	acbfb255-ead8-401c-8dda-bc27c1786113.rna_seq.genomic.gdc_realn.bam	52dcb802eb4e129074bd87796a9d1b0f	3537795905	validated
1afe3991-5804-4c22-96ec-2797f5251c02	4820b3b8-5de2-4354-acd4-c4aff0732a13.rna_seq.genomic.gdc_realn.bam	62716a1d22e312d703bd7ee3b0b736ce	4447371759	validated
21fab434-376b-4ddf-be5e-cb1596459033	c0611625-7103-430e-a5a1-bec523691e31.rna_seq.genomic.gdc_realn.bam	d09d7e91d969b27cbce9897875dcc944	4511717439	validated
240ffd60-27e2-4889-85d9-8b855a90bf5f	ab4efb45-29c3-42e4-901f-aaa52d985de1.rna_seq.genomic.gdc_realn.bam	5d97728c302509a91226cb593199db6b	4366374709	validated
34ba5275-2b75-4b07-afdf-4af63e32d695	bad3ad35-ab35-4ed4-8b12-5f4202be4b0a.rna_seq.genomic.gdc_realn.bam	02c322327363092b1ab628ce424043d4	4383255179	validated
35645cf4-e4ef-487f-bff7-53b325cae101	bc4327f5-6923-442d-8ca9-b6804f677c55.rna_seq.genomic.gdc_realn.bam	a53234a880300ad66b98b829ff0fb0d0	5083082043	validated
36f6cabe-9853-4c62-ae27-c757f7e88836	7e7f0db9-e771-42d7-bfe7-aa35f5a87601.rna_seq.genomic.gdc_realn.bam	28056c5b827c8a8fc08ed5def7725b94	4558163386	validated
3b4797f9-81af-4182-8421-83ebe1c9e032	2707d435-6cd9-4418-ab32-ce7be48aff66.rna_seq.genomic.gdc_realn.bam	a76d214eb071e3815d5af6f5e1b29887	4508061841	validated
52d603ef-ad4c-44a2-ad5f-ff5ec53655ce	1b78bbc2-ed9a-4bcf-83a2-422f93e4dc9e.rna_seq.genomic.gdc_realn.bam	01158b861b10c4c7865632bc54b3a3f3	4469691210	validated
5ea1f049-d0c7-4a78-bf06-66302e1af3b9	8c558f1b-5296-4085-9661-ec43a714d675.rna_seq.genomic.gdc_realn.bam	bc925067452194e7e5ea17af334f9236	4402734552	validated
67269ac7-6ab0-4228-9766-534b8d36a8a0	04927bfb-6143-4add-94fc-d9aa7f1ac123.rna_seq.genomic.gdc_realn.bam	07f6ca35bf033a3c069a91ccaaea11b1	5325824076	validated
7d4ae90b-559a-417a-849c-5816f66b7336	cc302053-6a12-4637-b86e-7351160a7766.rna_seq.genomic.gdc_realn.bam	7dec51f2a22d7380de53039576279c66	5344025328	validated
9ef06ed6-0398-4fad-8559-a58283de181f	6af12fe4-654f-4ddc-b00c-5e1ec7707bf6.rna_seq.genomic.gdc_realn.bam	0c4ff4da305809b4e1ccc10112af6710	4810282295	validated
a668ca85-3a85-4ebc-9a77-1aba04bf148a	a1e323f9-8a01-4365-832f-9e73a94ce066.rna_seq.genomic.gdc_realn.bam	b7c9d87fa7dbe28485ac1bc9b63351b7	4522986527	validated
b39ff517-0de2-4c5f-b0f0-95bf9193894b	2f52ae29-1908-4c69-91d2-799943c85d23.rna_seq.genomic.gdc_realn.bam	7cd3ef2522bf5d50c25becabf548d55e	3417947403	validated
c64b3fb8-da2b-487f-bfc1-910dce18d5a4	3d239c31-2f45-415b-98c0-00cf8e6aa796.rna_seq.genomic.gdc_realn.bam	7a0cc84dd49a46c9c814d9c13e52de87	13530936791	validated
c9f724b7-9481-4500-80ea-77fc5efa324e	72c6c067-9bd7-4c1e-ac1b-7d8fd22c1b43.rna_seq.genomic.gdc_realn.bam	d6725034fbc4cd038dd01e85dcde816f	4363715963	validated
d27d7149-f366-4f1f-9f42-673c5b31e68d	1e201544-8640-4d63-968b-ebbfc64ff12c.rna_seq.genomic.gdc_realn.bam	9fb6da0d9f3bb0f9c7340c7b9eff07ce	4460682168	validated
d4a46d2b-d7ff-4e1e-b52d-d1ed82b3fa58	40e1779d-3b03-4b82-b11a-ab77d377011a.rna_seq.genomic.gdc_realn.bam	3360455b9914f3664b6156e02b4b5764	4425856355	validated
e1419f10-9d60-40d9-bf6d-9dfb3fd63b2b	c07c1628-0638-4953-9cca-40eb9ab00a9a.rna_seq.genomic.gdc_realn.bam	e2c2092200aba702afca4380094415b0	4531861757	validated
eb5e4b08-9278-408f-87f6-5bfe71d38a43	087dc270-41a9-4aac-96dc-c6b2a96b9be8.rna_seq.genomic.gdc_realn.bam	4a985279232cb4012e981df4b99cff99	5264023694	validated
efbd3937-fab4-4d59-aaf4-26c3fb01aacb	c7570583-3355-45cd-97f6-eb027164a279.rna_seq.genomic.gdc_realn.bam	e348a8df8d76a4d0ff04d61bd7c5744b	5964676923	validated
f922246f-eeeb-49a4-9b4f-d9473dfd8526	79ef1355-5257-4468-bd98-5ee2ca551fb6.rna_seq.genomic.gdc_realn.bam	96e084940ae1ffbfdc96e04a82dc51a8	5247944306	validated
